table_name,column_name,datatype,unit,description
des_dr2.main,wavg_fluxerr_psf_z,adql:REAL,adu,z-band uncertainty of weighted averaged flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_flux_psf_g,adql:REAL,adu,g-band weighted average flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_flux_psf_i,adql:REAL,adu,i-band weighted average flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_flux_psf_r,adql:REAL,adu,r-band weighted average flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_flux_psf_y,adql:REAL,adu,y-band weighted average flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_flux_psf_z,adql:REAL,adu,z-band weighted average flux measurement of psf fit single epoch detections [adu]
des_dr2.main,wavg_magerr_psf_g,adql:REAL,mag,"g-band uncertainty of weighted averaged magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_magerr_psf_i,adql:REAL,mag,"i-band uncertainty of weighted averaged magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_magerr_psf_r,adql:REAL,mag,"r-band uncertainty of weighted averaged magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_magerr_psf_y,adql:REAL,mag,"y-band uncertainty of weighted averaged magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_magerr_psf_z,adql:REAL,mag,"z-band uncertainty of weighted averaged magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_g,adql:REAL,mag,"g-band weighted average magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_g_dered,adql:REAL,mag,g-band dereddened weighted average magnitude (using sfd98)  from psf fit single epoch detections [mag]
des_dr2.main,wavg_mag_psf_i,adql:REAL,mag,"i-band weighted average magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_i_dered,adql:REAL,mag,i-band dereddened weighted average magnitude (using sfd98)  from psf fit single epoch detections [mag]
des_dr2.main,wavg_mag_psf_r,adql:REAL,mag,"r-band weighted average magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_r_dered,adql:REAL,mag,r-band dereddened weighted average magnitude (using sfd98)  from psf fit single epoch detections [mag]
des_dr2.main,wavg_mag_psf_y,adql:REAL,mag,"y-band weighted average magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_y_dered,adql:REAL,mag,y-band dereddened weighted average magnitude (using sfd98)  from psf fit single epoch detections [mag]
des_dr2.main,wavg_mag_psf_z,adql:REAL,mag,"z-band weighted average magnitude, of psf fit single epoch detections [mag]"
des_dr2.main,wavg_mag_psf_z_dered,adql:REAL,mag,z-band dereddened weighted average magnitude (using sfd98)  from psf fit single epoch detections [mag]
des_dr2.main,wavg_spreaderr_model_g,adql:REAL,,g-band uncertainty in spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spreaderr_model_i,adql:REAL,,i-band uncertainty in spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spreaderr_model_r,adql:REAL,,r-band uncertainty in spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spreaderr_model_y,adql:REAL,,y-band uncertainty in spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spreaderr_model_z,adql:REAL,,z-band uncertainty in spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spread_model_g,adql:REAL,,g-band spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spread_model_i,adql:REAL,,i-band spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spread_model_r,adql:REAL,,r-band spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spread_model_y,adql:REAL,,y-band spread model using the weighted averaged values from single epoch detections
des_dr2.main,wavg_spread_model_z,adql:REAL,,z-band spread model using the weighted averaged values from single epoch detections
des_dr2.main,x2win_image_g,adql:DOUBLE,pixel2,"g-band second moment in x-direction, from converged windowed measurements [pixel2]"
des_dr2.main,x2win_image_i,adql:DOUBLE,pixel2,"i-band second moment in x-direction, from converged windowed measurements [pixel2]"
des_dr2.main,x2win_image_r,adql:DOUBLE,pixel2,"r-band second moment in x-direction, from converged windowed measurements [pixel2]"
des_dr2.main,x2win_image_y,adql:DOUBLE,pixel2,"y-band second moment in x-direction, from converged windowed measurements [pixel2]"
des_dr2.main,x2win_image_z,adql:DOUBLE,pixel2,"z-band second moment in x-direction, from converged windowed measurements [pixel2]"
des_dr2.main,xwin_image,adql:DOUBLE,pixel,x-centroid from windowed measurements on coadded image [pixel]
des_dr2.main,xwin_image_g,adql:DOUBLE,pixel,g-band x-centroid from windowed measurements on coadded band image [pixel]
des_dr2.main,xwin_image_i,adql:DOUBLE,pixel,i-band x-centroid from windowed measurements on coadded band image [pixel]
des_dr2.main,xwin_image_r,adql:DOUBLE,pixel,r-band x-centroid from windowed measurements on coadded band image [pixel]
des_dr2.main,xwin_image_y,adql:DOUBLE,pixel,y-band x-centroid from windowed measurements on coadded band image [pixel]
des_dr2.main,xwin_image_z,adql:DOUBLE,pixel,z-band x-centroid from windowed measurements on coadded band image [pixel]
des_dr2.main,xywin_image_g,adql:DOUBLE,pixel2,"g-band second moment in xy-direction, from converged windowed measurements [pixel2]"
des_dr2.main,xywin_image_i,adql:DOUBLE,pixel2,"i-band second moment in xy-direction, from converged windowed measurements [pixel2]"
des_dr2.main,xywin_image_r,adql:DOUBLE,pixel2,"r-band second moment in xy-direction, from converged windowed measurements [pixel2]"
des_dr2.main,xywin_image_y,adql:DOUBLE,pixel2,"y-band second moment in xy-direction, from converged windowed measurements [pixel2]"
des_dr2.main,xywin_image_z,adql:DOUBLE,pixel2,"z-band second moment in xy-direction, from converged windowed measurements [pixel2]"
des_dr2.main,y2win_image_g,adql:DOUBLE,pixel2,"g-band second moment in y-direction, from converged windowed measurements [pixel2]"
des_dr2.main,y2win_image_i,adql:DOUBLE,pixel2,"i-band second moment in y-direction, from converged windowed measurements [pixel2]"
des_dr2.main,y2win_image_r,adql:DOUBLE,pixel2,"r-band second moment in y-direction, from converged windowed measurements [pixel2]"
des_dr2.main,y2win_image_y,adql:DOUBLE,pixel2,"y-band second moment in y-direction, from converged windowed measurements [pixel2]"
des_dr2.main,y2win_image_z,adql:DOUBLE,pixel2,"z-band second moment in y-direction, from converged windowed measurements [pixel2]"
des_dr2.main,ywin_image,adql:DOUBLE,pixel,y-centroid from windowed measurements on coadded image [pixel]
des_dr2.main,ywin_image_g,adql:DOUBLE,pixel,g-band y-centroid from windowed measurements on coadded band images [pixel]
des_dr2.main,ywin_image_i,adql:DOUBLE,pixel,i-band y-centroid from windowed measurements on coadded band images [pixel]
des_dr2.main,ywin_image_r,adql:DOUBLE,pixel,r-band y-centroid from windowed measurements on coadded band images [pixel]
des_dr2.main,ywin_image_y,adql:DOUBLE,pixel,y-band y-centroid from windowed measurements on coadded band images [pixel]
des_dr2.main,ywin_image_z,adql:DOUBLE,pixel,z-band y-centroid from windowed measurements on coadded band images [pixel]
des_dr2.main,htm9,adql:INTEGER,,Ninth level (~10 arcmin resolution) Hierarchical Triangular Mesh index (Szalay et al. 2007)
des_dr2.main,nest4096,adql:INTEGER,,Nested-scheme HEALPix (Gorski et al. 2005) index with NSIDE=4096 (~1 arcmin resolution)
des_dr2.main,ring256,adql:INTEGER,,Ring-scheme HEALPix (Gorski et al. 2005) index with NSIDE=256 (~14 arcmin resolution)
des_dr2.main,g_r,adql:REAL,mag,G-R color
des_dr2.main,r_i,adql:REAL,mag,R-I color
des_dr2.main,i_z,adql:REAL,mag,I-Z color
des_dr2.main,z_y,adql:REAL,mag,Z-Y color
des_dr2.main,snr_g,adql:REAL,mag,S/N in g-band
des_dr2.main,snr_r,adql:REAL,mag,S/N in r-band
des_dr2.main,snr_i,adql:REAL,mag,S/N in i-band
des_dr2.main,snr_y,adql:REAL,mag,S/N in Y-band
des_dr2.main,snr_z,adql:REAL,mag,S/N in z-band
des_dr2.main,ecliptic_lat,adql:DOUBLE,degrees,Ecliptic Latitude
des_dr2.main,ecliptic_lon,adql:DOUBLE,degrees,Ecliptic Longitude
des_dr2.main,random_id,adql:REAL,,Random ID in the range 0.0 => 100.0
